Order No.,Tracking No,Carrier Name,Booked From,Booked Date,Delivered At,Deliver Date,Status Now
1931345,ZD6719735,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1931367,ZD6719736,First Flight,delhi,29-Nov-2012,ludhiana,30-Nov-2012,Delivered
1931370,ZD6719737,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1931419,ZD6719738,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1931441,ZD6719739,First Flight,delhi,29-Nov-2012,chandigarh,--,In Transit[Contact]
1931508,ZD6719740,First Flight,delhi,29-Nov-2012,chandigarh,1-Dec-2012,Delivered
1931514,ZD6719741,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1931543,ZD6719742,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1931579,ZD6719743,First Flight,delhi,29-Nov-2012,chandigarh,30-Nov-2012,Pending
1931623,ZD6719744,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1931635,ZD6719745,First Flight,delhi,29-Nov-2012,chandigarh,30-Nov-2012,Pending
1931657,ZD6719746,First Flight,delhi,29-Nov-2012,ludhiana,30-Nov-2012,Delivered
1931752,ZD6719747,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1931760,ZD6719748,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1931766,ZD6719749,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1931866,ZD6719750,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1931880,ZD6719751,First Flight,delhi,29-Nov-2012,chandigarh,1-Dec-2012,Delivered
1931922,ZD6719752,First Flight,delhi,29-Nov-2012,jaipur,1-Dec-2012,Delivered
1931945,ZD6719753,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1931954,ZD6719754,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1931960,ZD6719755,First Flight,delhi,29-Nov-2012,chandigarh,1-Dec-2012,Pending
1931997,ZD6719756,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1931999,ZD6719757,First Flight,delhi,29-Nov-2012,mohali,1-Dec-2012,Delivered
1932010,ZD6719758,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932033,ZD6719759,First Flight,delhi,29-Nov-2012,chandigarh,1-Dec-2012,Delivered
1932102,ZD6719760,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932122,ZD6719761,First Flight,delhi,29-Nov-2012,chandigarh,30-Nov-2012,Pending
1932199,ZD6719762,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932206,ZD6719763,First Flight,delhi,29-Nov-2012,chandigarh,30-Nov-2012,Pending
1932226,ZD6719764,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932227,ZD6719765,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932241,ZD6719766,First Flight,delhi,29-Nov-2012,chandigarh,30-Nov-2012,Pending
1932321,ZD6719767,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1932359,ZD6719768,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932360,ZD6719769,First Flight,delhi,29-Nov-2012,chandigarh,1-Dec-2012,Delivered
1932430,ZD6719770,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932449,ZD6719771,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932457,ZD6719772,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932500,ZD6719773,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1932546,ZD6719774,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932556,ZD6719775,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1932557,ZD6719776,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932598,ZD6719777,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932611,ZD6719778,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932634,ZD6719779,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932658,ZD6719780,First Flight,delhi,29-Nov-2012,chandigarh,30-Nov-2012,Pending
1932682,ZD6719781,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932686,ZD6719782,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932701,ZD6719783,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1932723,ZD6719784,First Flight,delhi,29-Nov-2012,chandigarh,--,In Transit[Contact]
1932771,ZD6719785,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1932828,ZD6719786,First Flight,delhi,29-Nov-2012,chandigarh,30-Nov-2012,Delivered
1932847,ZD6719787,First Flight,delhi,29-Nov-2012,chandigarh,30-Nov-2012,Pending
1932869,ZD6719788,First Flight,delhi,29-Nov-2012,chandigarh,30-Nov-2012,Pending
1932882,ZD6719789,First Flight,delhi,29-Nov-2012,chandigarh,30-Nov-2012,Pending
1932900,ZD6719790,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1932934,ZD6719791,First Flight,delhi,29-Nov-2012,chandigarh,30-Nov-2012,Pending
1932945,ZD6719792,First Flight,delhi,29-Nov-2012,ludhiana,30-Nov-2012,Delivered
1932949,ZD6719793,First Flight,delhi,29-Nov-2012,chandigarh,--,In Transit[Contact]
1932984,ZD6719794,First Flight,delhi,29-Nov-2012,chandigarh,--,In Transit[Contact]
1933025,ZD6719795,First Flight,delhi,29-Nov-2012,jaipur,1-Dec-2012,Delivered
1933027,ZD6719796,First Flight,delhi,29-Nov-2012,ludhiana,1-Dec-2012,Delivered
1933065,ZD6719797,First Flight,delhi,29-Nov-2012,chandigarh,30-Nov-2012,Pending
1933082,ZD6719798,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1933128,ZD6719799,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1933154,ZD6719800,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1933160,ZD6719801,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1933206,ZD6719802,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1933207,ZD6719803,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1933255,ZD6719804,First Flight,delhi,29-Nov-2012,chandigarh,--,In Transit[Contact]
1933310,ZD6719805,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1933447,ZD6719806,First Flight,delhi,29-Nov-2012,chandigarh,1-Dec-2012,Delivered
1933454,ZD6719807,First Flight,delhi,29-Nov-2012,ludhiana,30-Nov-2012,Delivered
1933561,ZD6719808,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1933606,ZD6719809,First Flight,delhi,29-Nov-2012,ludhiana,30-Nov-2012,Delivered
1933624,ZD6719810,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1933632,ZD6719811,First Flight,delhi,29-Nov-2012,jaipur,1-Dec-2012,Delivered
1933663,ZD6719812,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1933664,ZD6719813,First Flight,delhi,29-Nov-2012,chandigarh,--,In Transit[Contact]
1933669,ZD6719814,First Flight,delhi,29-Nov-2012,jaipur,1-Dec-2012,Delivered
1933674,ZD6719815,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1933687,ZD6719816,First Flight,delhi,29-Nov-2012,ludhiana,30-Nov-2012,Delivered
1933702,ZD6719817,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1933714,ZD6719818,First Flight,delhi,29-Nov-2012,ludhiana,30-Nov-2012,Pending
1933729,ZD6719819,First Flight,delhi,29-Nov-2012,ludhiana,30-Nov-2012,Delivered
1933745,ZD6719820,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1933810,ZD6719821,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1933821,ZD6719822,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1933834,ZD6719823,First Flight,delhi,29-Nov-2012,chandigarh,--,In Transit[Contact]
1933845,ZD6719824,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1933866,ZD6719825,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1933936,ZD6719826,First Flight,delhi,29-Nov-2012,ludhiana,30-Nov-2012,Pending
1933992,ZD6719827,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1933998,ZD6719828,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1934072,ZD6719829,First Flight,delhi,29-Nov-2012,chandigarh,1-Dec-2012,Delivered
1934092,ZD6719830,First Flight,delhi,29-Nov-2012,ludhiana,30-Nov-2012,Delivered
1934110,ZD6719831,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1934181,ZD6719832,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1934190,ZD6719833,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1934238,ZD6719834,First Flight,delhi,29-Nov-2012,ludhiana,30-Nov-2012,Delivered
1934255,ZD6719835,First Flight,delhi,29-Nov-2012,ludhiana,--,In Transit[Contact]
1934259,ZD6719836,First Flight,delhi,29-Nov-2012,jaipur,30-Nov-2012,Delivered
1934284,ZD6719837,First Flight,delhi,29-Nov-2012,faridabad,30-Nov-2012,Delivered
1934301,ZD6719838,First Flight,delhi,29-Nov-2012,chandigarh,30-Nov-2012,Pending
1934323,ZD6719839,First Flight,delhi,29-Nov-2012,ludhiana,30-Nov-2012,Delivered
1802732,ZD6721720,First Flight,delhi,30-Nov-2012,bhopal,--,In Transit[Contact]
1866333,ZD6721740,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1869358,J91959693,First Flight,lucknow,29-Nov-2012,agra,30-Nov-2012,Delivered
1871796,ZD6721752,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1872135,ZD6721753,First Flight,delhi,30-Nov-2012,mumbai,3-Dec-2012,Pending
1872147,ZD6721754,First Flight,delhi,30-Nov-2012,jaipur,1-Dec-2012,Pending
1872872,LD3492289,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Pending
1873457,ZD6721755,First Flight,delhi,30-Nov-2012,bhatinda,--,In Transit[Contact]
1873668,ZD6721756,First Flight,delhi,30-Nov-2012,hissar,--,In Transit[Contact]
1873870,ZD6721757,First Flight,delhi,30-Nov-2012,panchkula,3-Dec-2012,Delivered
1873887,ZD6721758,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1873893,ZD6721759,First Flight,delhi,30-Nov-2012,panchkula,3-Dec-2012,Delivered
1873896,ZD6721760,First Flight,delhi,30-Nov-2012,mohali,3-Dec-2012,Delivered
1873898,ZD6721761,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1873899,ZD6721762,First Flight,delhi,30-Nov-2012,ghaziabad,3-Dec-2012,Delivered
1873956,ZD6721763,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1873982,ZD6721766,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1873985,ZD6721767,First Flight,delhi,1-Dec-2012,tumkur,3-Dec-2012,Delivered
1873997,ZD6721768,First Flight,delhi,30-Nov-2012,phagawara,3-Dec-2012,Pending
1874019,ZD6721769,First Flight,delhi,30-Nov-2012,yamuna nagar,--,In Transit[Contact]
1874034,ZD6721770,First Flight,delhi,30-Nov-2012,ahmedabad,3-Dec-2012,Delivered
1874055,ZD6721771,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1874062,ZD6721772,First Flight,delhi,30-Nov-2012,mumbai,--,In Transit[Contact]
1874075,ZD6721773,First Flight,delhi,30-Nov-2012,indore,--,In Transit[Contact]
1874078,ZD6721774,First Flight,delhi,30-Nov-2012,valsad,3-Dec-2012,Delivered
1874085,ZD6721775,First Flight,delhi,30-Nov-2012,patiala,1-Dec-2012,Delivered
1874089,ZD6721776,First Flight,delhi,30-Nov-2012,patna,--,In Transit[Contact]
1874097,ZD6721777,First Flight,delhi,30-Nov-2012,gurgaon,1-Dec-2012,Delivered
1874103,ZD6721778,First Flight,delhi,1-Dec-2012,aurangabad,3-Dec-2012,Delivered
1874108,ZD6721779,First Flight,delhi,30-Nov-2012,mumbai,--,In Transit[Contact]
1874373,ZD6721780,First Flight,delhi,30-Nov-2012,gurgaon,1-Dec-2012,Delivered
1874630,ZD6721781,First Flight,delhi,1-Dec-2012,goa,3-Dec-2012,Delivered
1874680,ZD6721782,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1874852,ZD6721783,First Flight,delhi,30-Nov-2012,delhi,1-Dec-2012,Delivered
1874946,ZD6721784,First Flight,delhi,30-Nov-2012,ahmedabad,3-Dec-2012,Pending
1874955,ZD6721785,First Flight,delhi,30-Nov-2012,mumbai,1-Dec-2012,Pending
1875028,ZD6721786,First Flight,delhi,30-Nov-2012,bhatinda,--,In Transit[Contact]
1875036,ZD6721787,First Flight,delhi,30-Nov-2012,jaipur,1-Dec-2012,Delivered
1875304,ZD6721788,First Flight,delhi,30-Nov-2012,chennai,3-Dec-2012,Delivered
1875316,ZD6721789,First Flight,delhi,30-Nov-2012,pune,3-Dec-2012,Delivered
1875597,ZD6721790,First Flight,delhi,1-Dec-2012,ratnagiri,4-Dec-2012,Delivered
1875635,ZD6721791,First Flight,delhi,30-Nov-2012,chennai,3-Dec-2012,Pending
1875695,ZD6721792,First Flight,delhi,30-Nov-2012,chennai,1-Dec-2012,Delivered
1875789,ZD6721793,First Flight,delhi,1-Dec-2012,goa,3-Dec-2012,Pending
1876196,ZD6721794,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1876715,ZD6721796,First Flight,delhi,30-Nov-2012,nashik,3-Dec-2012,Delivered
1877015,LD3492290,First Flight,delhi,3-Dec-2012,daman,--,In Transit[Contact]
1877133,ZD6721797,First Flight,delhi,30-Nov-2012,pune,3-Dec-2012,Delivered
1877696,ZD6721798,First Flight,delhi,30-Nov-2012,ahmedabad,3-Dec-2012,Delivered
1877735,ZD6721799,First Flight,delhi,30-Nov-2012,ahmedabad,3-Dec-2012,Delivered
1877825,ZD6721800,First Flight,delhi,30-Nov-2012,chennai,3-Dec-2012,Delivered
1878040,ZD6721801,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1878075,ZD6721802,First Flight,delhi,30-Nov-2012,bhillai,--,In Transit[Contact]
1878258,ZD6721803,First Flight,delhi,30-Nov-2012,nagpur,--,In Transit[Contact]
1878457,ZD6721805,First Flight,delhi,30-Nov-2012,noida,30-Nov-2012,Pending
1878458,ZD6721806,First Flight,delhi,30-Nov-2012,chennai,3-Dec-2012,Delivered
1878509,ZD6721807,First Flight,delhi,1-Dec-2012,sangli,--,In Transit[Contact]
1878510,ZD6721808,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1878564,ZD6721809,First Flight,delhi,30-Nov-2012,mumbai,--,In Transit[Contact]
1878569,ZD6721810,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1878598,ZD6721811,First Flight,,--,kota,1-Dec-2012,Delivered
1878703,ZD6721812,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1878805,ZD6721813,First Flight,delhi,30-Nov-2012,nagpur,3-Dec-2012,Delivered
1878868,ZD6721814,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1878873,ZD6721815,First Flight,delhi,30-Nov-2012,ahmedabad,3-Dec-2012,Delivered
1878963,ZD6721816,First Flight,delhi,30-Nov-2012,delhi,1-Dec-2012,Delivered
1879221,ZD6721817,First Flight,delhi,30-Nov-2012,amritsar,3-Dec-2012,Delivered
1879425,LD3492291,First Flight,delhi,30-Nov-2012,pune,--,In Transit[Contact]
1879512,ZD6721818,First Flight,delhi,30-Nov-2012,indore,--,In Transit[Contact]
1879744,ZD6721819,First Flight,delhi,30-Nov-2012,trichy,3-Dec-2012,Delivered
1879771,ZD6721820,First Flight,delhi,30-Nov-2012,mumbai,--,In Transit[Contact]
1879862,ZD6721821,First Flight,delhi,30-Nov-2012,ranchi,3-Dec-2012,Pending
1879920,ZD6721822,First Flight,delhi,30-Nov-2012,guwahati,--,In Transit[Contact]
1879980,LD3492292,First Flight,delhi,1-Dec-2012,kolkatta,3-Dec-2012,Delivered
1880259,ZD6721823,First Flight,delhi,30-Nov-2012,noida,3-Dec-2012,Pending
1880533,ZD6721824,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1880591,ZD6721825,First Flight,delhi,30-Nov-2012,hyderabad,--,In Transit[Contact]
1880596,ZD6721826,First Flight,delhi,30-Nov-2012,bhubaneshwar,--,In Transit[Contact]
1880692,ZD6721828,First Flight,delhi,30-Nov-2012,bhopal,3-Dec-2012,Delivered
1880937,ZD6721829,First Flight,delhi,30-Nov-2012,madurai,3-Dec-2012,Delivered
1880964,ZD6721830,First Flight,delhi,30-Nov-2012,jaipur,1-Dec-2012,Delivered
1881036,ZD6721831,First Flight,delhi,30-Nov-2012,vijayawada,3-Dec-2012,Delivered
1881040,ZD6721832,First Flight,delhi,30-Nov-2012,madurai,3-Dec-2012,Delivered
1881160,ZD6721833,First Flight,delhi,30-Nov-2012,mysore,4-Dec-2012,Pending
1881167,ZD6721834,First Flight,delhi,30-Nov-2012,madurai,3-Dec-2012,Delivered
1881222,LD3492293,First Flight,delhi,30-Nov-2012,belgaum,3-Dec-2012,Pending
1881246,ZD6721835,First Flight,delhi,30-Nov-2012,madurai,3-Dec-2012,Delivered
1881408,ZD6721836,First Flight,delhi,30-Nov-2012,bharuch,--,In Transit[Contact]
1881640,ZD6721837,First Flight,delhi,30-Nov-2012,ghaziabad,1-Dec-2012,Delivered
1881710,ZD6721838,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1881770,ZD6721839,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Pending
1881912,LD3492319,First Flight,delhi,30-Nov-2012,pune,4-Dec-2012,Delivered
1882089,ZD6721840,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1882196,ZD6721842,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1882238,ZD6721844,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1882240,LD3492294,First Flight,delhi,30-Nov-2012,pune,4-Dec-2012,Delivered
1882345,ZD6721845,First Flight,delhi,1-Dec-2012,sholapur,--,In Transit[Contact]
1882383,ZD6721846,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1882473,ZD6721847,First Flight,delhi,30-Nov-2012,mumbai,--,In Transit[Contact]
1882491,LD3492295,First Flight,delhi,30-Nov-2012,belgaum,3-Dec-2012,Pending
1882545,ZD6721848,First Flight,delhi,30-Nov-2012,mumbai,3-Dec-2012,Delivered
1882554,LD3492330,First Flight,delhi,30-Nov-2012,rajkot,3-Dec-2012,Pending
1882613,ZD6721849,First Flight,delhi,1-Dec-2012,bangalore,--,In Transit[Contact]
1882804,LD3492296,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1882831,ZD6721850,First Flight,delhi,30-Nov-2012,kota,3-Dec-2012,Pending
1882905,ZD6721851,First Flight,delhi,30-Nov-2012,chennai,1-Dec-2012,Delivered
1882917,ZD6721852,First Flight,delhi,30-Nov-2012,pune,3-Dec-2012,Delivered
1883127,ZD6721853,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1883320,ZD6721854,First Flight,,--,,3-Dec-2012,Pending
1883376,ZD6721855,First Flight,delhi,30-Nov-2012,pune,3-Dec-2012,Delivered
1883507,ZD6721856,First Flight,delhi,30-Nov-2012,rajkot,3-Dec-2012,Pending
1883557,ZD6721857,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1883570,ZD6721858,First Flight,delhi,30-Nov-2012,aligarh,3-Dec-2012,Pending
1883701,ZD6721859,First Flight,delhi,30-Nov-2012,hyderabad,--,In Transit[Contact]
1883708,ZD6721860,First Flight,delhi,30-Nov-2012,mumbai,--,In Transit[Contact]
1883738,ZD6721861,First Flight,delhi,30-Nov-2012,dibrugarh,--,In Transit[Contact]
1883846,ZD6721862,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1883849,ZD6721863,First Flight,delhi,30-Nov-2012,bhubaneshwar,3-Dec-2012,Pending
1883861,ZD6721864,First Flight,delhi,30-Nov-2012,ajmer,1-Dec-2012,Delivered
1884120,ZD6721865,First Flight,delhi,30-Nov-2012,mumbai,--,In Transit[Contact]
1884160,ZD6721866,First Flight,delhi,30-Nov-2012,mumbai,--,In Transit[Contact]
1884209,ZD6721867,First Flight,delhi,30-Nov-2012,chennai,3-Dec-2012,Delivered
1884221,ZD6721868,First Flight,delhi,30-Nov-2012,trivandrum,3-Dec-2012,Delivered
1884229,ZD6721869,First Flight,delhi,30-Nov-2012,pune,3-Dec-2012,Delivered
1884236,ZD6721870,First Flight,delhi,30-Nov-2012,noida,1-Dec-2012,Delivered
1884244,ZD6721871,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1884308,ZD6721872,First Flight,delhi,30-Nov-2012,varanasi,--,In Transit[Contact]
1884527,ZD6721874,First Flight,delhi,30-Nov-2012,mumbai,1-Dec-2012,Delivered
1884532,ZD6721875,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1884645,ZD6721876,First Flight,delhi,30-Nov-2012,rajkot,3-Dec-2012,Pending
1884668,ZD6721877,First Flight,delhi,30-Nov-2012,rajamundry,3-Dec-2012,Delivered
1884672,ZD6721878,First Flight,delhi,30-Nov-2012,chennai,3-Dec-2012,Delivered
1884682,ZD6721879,First Flight,delhi,30-Nov-2012,ankleswar,--,In Transit[Contact]
1884694,ZD6721880,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1884826,ZD6721881,First Flight,delhi,30-Nov-2012,salem,3-Dec-2012,Delivered
1884868,ZD6721882,First Flight,delhi,30-Nov-2012,mumbai,--,In Transit[Contact]
1884888,ZD6721883,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1884903,LD3492297,First Flight,delhi,30-Nov-2012,tadepalligudem,--,In Transit[Contact]
1884970,ZD6721884,First Flight,delhi,30-Nov-2012,chandigarh,1-Dec-2012,Pending
1885101,ZD6721726,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1885526,LD3492287,First Flight,delhi,1-Dec-2012,baroda / vadodara,3-Dec-2012,Delivered
1885583,ZD6721886,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Pending
1885584,ZD6721887,First Flight,delhi,30-Nov-2012,unjha,1-Dec-2012,Delivered
1885621,ZD6721888,First Flight,delhi,30-Nov-2012,delhi,1-Dec-2012,Delivered
1885685,ZD6721889,First Flight,delhi,30-Nov-2012,chennai,1-Dec-2012,Delivered
1885857,ZD6719913,First Flight,delhi,30-Nov-2012,jallandhur,3-Dec-2012,Delivered
1885963,ZD6719914,First Flight,delhi,30-Nov-2012,coimbatore,--,In Transit[Contact]
1886096,ZD6721890,First Flight,delhi,30-Nov-2012,faridabad,1-Dec-2012,Delivered
1886169,ZD6721891,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Delivered
1886181,LD3492298,First Flight,delhi,1-Dec-2012,patiala,--,In Transit[Contact]
1886193,ZD6721892,First Flight,delhi,30-Nov-2012,patiala,1-Dec-2012,Delivered
1886403,ZD6719915,First Flight,delhi,30-Nov-2012,salem,--,In Transit[Contact]
1886459,ZD6719916,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1886465,ZD6721893,First Flight,delhi,30-Nov-2012,chennai,2-Dec-2012,Delivered
1886659,ZD6721894,First Flight,delhi,30-Nov-2012,bhubaneshwar,3-Dec-2012,Delivered
1886703,ZD6719917,First Flight,delhi,30-Nov-2012,kolkatta,--,In Transit[Contact]
1886766,ZD6721895,First Flight,delhi,30-Nov-2012,bhubaneshwar,--,In Transit[Contact]
1886831,LD3492299,First Flight,delhi,30-Nov-2012,noida,3-Dec-2012,Delivered
1886854,LD3438652,First Flight,delhi,1-Dec-2012,meerut,3-Dec-2012,Pending
1886963,ZD6721896,First Flight,delhi,30-Nov-2012,bangalore,3-Dec-2012,Pending
1887317,ZD6721898,First Flight,delhi,30-Nov-2012,ranchi,3-Dec-2012,Delivered
1887451,LD3492300,First Flight,delhi,30-Nov-2012,coimbatore,4-Dec-2012,Return to origin
1887660,ZD6719918,First Flight,delhi,30-Nov-2012,mohali,3-Dec-2012,Delivered
1887951,LD3492301,First Flight,delhi,30-Nov-2012,delhi,3-Dec-2012,Return to Hub
1888336,ZD6719919,First Flight,delhi,30-Nov-2012,mohali,3-Dec-2012,Delivered
1888346,ZD6719920,First Flight,delhi,30-Nov-2012,delhi,1-Dec-2012,Delivered
1888657,ZD6721989,First Flight,delhi,30-Nov-2012,rourkela,--,In Transit[Contact]
1888769,ZD6719921,First Flight,delhi,30-Nov-2012,baroda / vadodara,1-Dec-2012,Delivered
1888927,ZD6719922,First Flight,delhi,30-Nov-2012,tiruchanoor,--,In Transit[Contact]
1889442,ZD6719923,First Flight,delhi,30-Nov-2012,surat,3-Dec-2012,Delivered
1889525,ZD6721897,First Flight,delhi,30-Nov-2012,panipet,1-Dec-2012,Pending
1889545,ZD6719924,First Flight,delhi,30-Nov-2012,nagpur,1-Dec-2012,Delivered
1889654,ZD6719925,First Flight,delhi,30-Nov-2012,mumbai,1-Dec-2012,Delivered
1889977,ZD6719926,First Flight,delhi,30-Nov-2012,kolkatta,--,In Transit[Contact]
1890085,LD3492302,First Flight,delhi,30-Nov-2012,mumbai,3-Dec-2012,Pending
1892933,ZD6715813,First Flight,delhi,30-Nov-2012,rudrapur,1-Dec-2012,Delivered
1894934,LD3492315,First Flight,delhi,1-Dec-2012,yamuna nagar,--,In Transit[Contact]
1895379,ZD6719949,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1895475,ZD6719950,First Flight,delhi,30-Nov-2012,bangalore,--,In Transit[Contact]
1895534,LD3492303,First Flight,delhi,30-Nov-2012,raipur,--,In Transit[Contact]
1895655,ZD6721974,First Flight,delhi,30-Nov-2012,bhatinda,--,In Transit[Contact]
1901944,ZD6721991,First Flight,delhi,30-Nov-2012,mumbai,3-Dec-2012,Delivered
1910063,ZD6721982,First Flight,delhi,30-Nov-2012,mumbai,1-Dec-2012,Pending
1911077,ZD6715822,First Flight,delhi,30-Nov-2012,gurgaon,1-Dec-2012,Delivered
1911725,ZD6721966,First Flight,delhi,30-Nov-2012,hyderabad,3-Dec-2012,Delivered
1914113,LD3492284,First Flight,delhi,30-Nov-2012,srinagar (garhwal),--,In Transit[Contact]
1914460,LD3492320,First Flight,delhi,30-Nov-2012,gurgaon,1-Dec-2012,Pending
1918358,LD3492285,First Flight,delhi,30-Nov-2012,raichur,3-Dec-2012,Delivered
