Order No.,Tracking No,Carrier Name,Booked From,Booked Date,Delivered At,Deliver Date,Status Now
1887689,Z77929255,DTDC,,,DELHI,Thu, Nov 29, 2012 0:00 PM,DELIVERED
1887901,Z77929289,DTDC,,,THANE,Sat, Dec 01, 2012 0:03 PM,DELIVERED
1887952,Z77929257,DTDC,,,BANGALORE,Fri, Nov 30, 2012 0:35 PM,DELIVERED
1888046,Z77929290,DTDC,,,DELHI,Thu, Nov 29, 2012 0:00 PM,DELIVERED
1888147,Z77929258,DTDC,,,KOLKATA,Sat, Dec 01, 2012 1:45 PM,DELIVERED
1888181,Z77929291,DTDC,,,CHENNAI,Fri, Nov 30, 2012 4:45 PM,DELIVERED
1888189,Z77929416,DTDC,,,AHMEDABAD,Sat, Dec 01, 2012 3:00 PM,DELIVERED
1888252,Z77929259,DTDC,,,MUMBAI,Fri, Nov 30, 2012 5:56 AM,DELIVERED
1888281,Z77929260,DTDC,,,CHANDIGARH,,IN TRANSIT
1888320,Z77929351,DTDC,,,PUNE,Sat, Dec 01, 2012 3:00 PM,DELIVERED
1888406,Z77929261,DTDC,,,BANGALORE,Sat, Dec 01, 2012 1:00 PM,DELIVERED
1888413,Z77929262,DTDC,,,PUNE,Wed, Dec 05, 2012 2:45 PM,DELIVERED
1888462,Z77929417,DTDC,,,ROURKELA,Sat, Dec 01, 2012 0:00 PM,DELIVERED
1888525,Z77929292,DTDC,,,TRIVANDRUM,Sat, Dec 08, 2012 2:20 PM,DELIVERED
1888565,Z77929263,DTDC,,,JAIPUR,Thu, Nov 29, 2012 8:00 AM,DELIVERED
1888603,Z77929439,DTDC,,,VASAI,Fri, Nov 30, 2012 0:50 PM,DELIVERED
1888649,Z77929264,DTDC,,,MUMBAI,Fri, Nov 30, 2012 1:30 PM,DELIVERED
1888765,Z77929265,DTDC,,,SONEPAT,Thu, Nov 29, 2012 1:00 AM,DELIVERED
1888826,Z77929352,DTDC,,,TRICHY,Mon, Dec 03, 2012 0:10 PM,DELIVERED
1888856,Z77929266,DTDC,,,GHAZIABAD,Fri, Nov 30, 2012 3:16 PM,DELIVERED
1888975,Z77929293,DTDC,,,CHENNAI,Fri, Nov 30, 2012 1:28 PM,DELIVERED
1888976,Z77929418,DTDC,,,AGRA,Thu, Nov 29, 2012 2:00 PM,DELIVERED
1888999,Z77929267,DTDC,,,NOIDA,Sun, Dec 02, 2012 0:10 PM,DELIVERED
1889005,Z77929419,DTDC,,,MIRZAPUR,Mon, Dec 03, 2012 0:31 PM,DELIVERED
1889059,Z77929420,DTDC,,,DELHI,Fri, Nov 30, 2012 5:00 PM,DELIVERED
1889065,Z77929268,DTDC,,,HYDERABAD,Fri, Nov 30, 2012 1:00 PM,DELIVERED
1889091,Z77929421,DTDC,,,BHILAI,Sat, Dec 01, 2012 11:20 AM,DELIVERED
1889175,Z77929353,DTDC,,,COCHIN,,IN TRANSIT
1889180,D11115079,DTDC,,,CHENNAI,,IN TRANSIT
1889342,Z77929269,DTDC,,,CHENNAI,,IN TRANSIT
1889349,Z77929422,DTDC,,,GUWAHATI,,IN TRANSIT
1889546,Z77929270,DTDC,,,DELHI,Thu, Nov 29, 2012 0:45 PM,DELIVERED
1889570,Z77929271,DTDC,,,BHUBANESHWAR,Fri, Nov 30, 2012 0:31 PM,DELIVERED
1889632,Z77929365,DTDC,,,ONGOLE,Sat, Dec 01, 2012 0:11 PM,DELIVERED
1889662,Z77929272,DTDC,,,BANGALORE,Fri, Nov 30, 2012 2:05 PM,DELIVERED
1889674,Z77929273,DTDC,,,SHILLONG,Fri, Nov 30, 2012 1:00 PM,DELIVERED
1889736,Z77929274,DTDC,,,BANGALORE,Fri, Nov 30, 2012 3:00 PM,DELIVERED
1889745,B88532642,DTDC,,,GURGAON,Fri, Nov 30, 2012 0:00 PM,DELIVERED
1889765,Z77929294,DTDC,,,DELHI,Thu, Nov 29, 2012 1:45 PM,DELIVERED
1889947,Z77929275,DTDC,,,THANE,Fri, Nov 30, 2012 0:52 PM,DELIVERED
1890016,Z77929295,DTDC,,,HARDWAR,Fri, Nov 30, 2012 2:20 PM,DELIVERED
1890026,Z77929276,DTDC,,,HYDERABAD,Fri, Nov 30, 2012 1:25 PM,DELIVERED
1890047,Z77929354,DTDC,,,RANCHI,Sat, Dec 01, 2012 4:00 PM,DELIVERED
1890105,Z77929441,DTDC,,,KANPUR,Thu, Dec 06, 2012 3:54 PM,DELIVERED
1890139,Z77929423,DTDC,,,DELHI,Thu, Nov 29, 2012 11:00 AM,DELIVERED
1890187,Z77929277,DTDC,,,DONIMALAI,Sat, Dec 01, 2012 0:10 PM,DELIVERED
1890243,Z77929227,DTDC,,,,,
1890245,Z77929228,DTDC,,,,,
1890246,Z77929229,DTDC,,,,,
1890248,Z77929230,DTDC,,,,,
1890251,Z77929231,DTDC,,,,,
1890253,Z77929232,DTDC,,,,,
1890254,Z77929233,DTDC,,,KURUKSHETRA,Fri, Nov 30, 2012 1:13 PM,DELIVERED
1890260,Z77929234,DTDC,,,THANE,Sat, Dec 01, 2012 1:00 PM,DELIVERED
1890306,Z77929226,DTDC,,,CUDDAPAH,,IN TRANSIT
1891424,Z77929359,DTDC,,,BANGALORE,Sat, Dec 01, 2012 1:30 AM,DELIVERED
1892072,Z77929278,DTDC,,,BARODA,Fri, Nov 30, 2012 1:05 PM,DELIVERED
1892753,Z77929452,DTDC,,,TALDANGRA,Mon, Dec 03, 2012 0:15 PM,DELIVERED
1892843,Z77929355,DTDC,,,TALDANGRA,Mon, Dec 03, 2012 0:20 PM,DELIVERED
1893017,Z77929296,DTDC,,,TRICHY,Sat, Dec 01, 2012 11:45 AM,DELIVERED
1893170,Z77929424,DTDC,,,BOKARO,Tue, Dec 04, 2012 11:20 AM,DELIVERED
1893247,Z77929425,DTDC,,,BOKARO,Mon, Dec 03, 2012 11:20 AM,DELIVERED
1893322,Z77929279,DTDC,,,CHENNAI,Fri, Nov 30, 2012 0:00 PM,DELIVERED
1893810,Z77929280,DTDC,,,JALGAON,Wed, Dec 05, 2012 0:15 PM,DELIVERED
1894142,Z77929426,DTDC,,,KOLKATA,Sat, Dec 01, 2012 4:20 PM,DELIVERED
1894149,Z77929358,DTDC,,,MUMBAI,Fri, Nov 30, 2012 1:23 AM,DELIVERED
1894240,Z77929427,DTDC,,,DELHI,Thu, Nov 29, 2012 0:00 PM,DELIVERED
1894278,Z77929428,DTDC,,,BHUBANESHWAR,Fri, Nov 30, 2012 0:31 PM,DELIVERED
1894562,Z77929429,DTDC,,,JALGAON,Mon, Dec 03, 2012 3:00 PM,DELIVERED
1894632,Z77929430,DTDC,,,PATIALA,Mon, Dec 03, 2012 10:35 AM,DELIVERED
1894646,Z77929356,DTDC,,,GURGAON,Thu, Nov 29, 2012 0:00 PM,DELIVERED
1894736,Z77929431,DTDC,,,NOIDA,Fri, Nov 30, 2012 0:45 PM,DELIVERED
1894860,Z77929449,DTDC,,,NOIDA,Thu, Nov 29, 2012 10:00 PM,DELIVERED
1894921,Z77929432,DTDC,,,KOLHAPUR,Sat, Dec 01, 2012 1:00 PM,DELIVERED
1894924,Z77929433,DTDC,,,VISHAKAPATNAM,,RTO IN TRANSIT
1895183,Z77929366,DTDC,,,HAMIRPUR (HP),Tue, Dec 04, 2012 11:11 AM,DELIVERED
1895440,Z77929434,DTDC,,,KOLKATA,Fri, Nov 30, 2012 2:05 PM,DELIVERED
1895480,Z77929435,DTDC,,,COOCHBEHAR,Tue, Dec 04, 2012 1:00 PM,DELIVERED
1895796,Z77929454,DTDC,,,VASHI,Sat, Dec 01, 2012 0:00 PM,DELIVERED
1895811,Z77929442,DTDC,,,CHENNAI,Tue, Dec 04, 2012 0:40 PM,DELIVERED
1895858,Z77929440,DTDC,,,BANGALORE,Fri, Nov 30, 2012 0:22 PM,DELIVERED
1895893,Z77929443,DTDC,,,PATNA,Tue, Dec 04, 2012 1:45 PM,DELIVERED
1895908,Z77929467,DTDC,,,ONGOLE,Sat, Dec 01, 2012 0:12 PM,DELIVERED
1895961,Z77929444,DTDC,,,GUDUVANCHERRY,Tue, Dec 04, 2012 1:58 PM,DELIVERED
1896256,Z77929297,DTDC,,,HYDERABAD,Fri, Nov 30, 2012 1:03 PM,DELIVERED
1896298,Z77929298,DTDC,,,GURGAON,Thu, Nov 29, 2012 0:50 PM,DELIVERED
1897199,Z77929299,DTDC,,,DELHI,Thu, Nov 29, 2012 11:30 AM,DELIVERED
1897580,Z77929300,DTDC,,,DELHI,Thu, Nov 29, 2012 11:50 AM,DELIVERED
1897652,Z77929455,DTDC,,,AJMER,Sat, Dec 01, 2012 10:15 AM,DELIVERED
1898835,Z77929301,DTDC,,,,,
1898908,Z77929450,DTDC,,,PUNE,Mon, Dec 03, 2012 2:25 PM,DELIVERED
1899803,Z77929302,DTDC,,,PUNE,Mon, Dec 03, 2012 0:10 PM,DELIVERED
1900403,Z77929303,DTDC,,,NOIDA,Thu, Nov 29, 2012 1:10 PM,DELIVERED
1900635,Z77929304,DTDC,,,DELHI,Thu, Nov 29, 2012 11:52 AM,DELIVERED
1901356,D11115080,DTDC,,,JALANDHAR,Tue, Dec 04, 2012 4:12 AM,DELIVERED
1902145,Z77929305,DTDC,,,AGARTALA,Tue, Dec 04, 2012 8:16 PM,DELIVERED
1902757,Z77929456,DTDC,,,SURAT,Mon, Dec 03, 2012 1:05 PM,DELIVERED
1903280,Z77929306,DTDC,,,UDAIPUR,Mon, Dec 03, 2012 0:15 AM,DELIVERED
1903453,Z77929307,DTDC,,,AHMEDABAD,Fri, Nov 30, 2012 0:10 PM,DELIVERED
1903468,Z77929308,DTDC,,,GURGAON,Thu, Nov 29, 2012 4:55 PM,DELIVERED
1904102,Z77929357,DTDC,,,SOLAN,Sat, Dec 01, 2012 4:00 PM,DELIVERED
1904217,Z77929447,DTDC,,,RAMPUR,Sat, Dec 01, 2012 0:30 PM,DELIVERED
1904762,Z77929309,DTDC,,,JAMSHEDPUR,Sat, Dec 01, 2012 2:00 PM,DELIVERED
1905057,Z77929310,DTDC,,,SURAT,Sat, Dec 01, 2012 1:50 PM,DELIVERED
1905389,Z77929311,DTDC,,,VISHAKAPATNAM,Mon, Dec 03, 2012 3:55 PM,DELIVERED
1905397,Z77929312,DTDC,,,AURANGABAD MH,Sat, Dec 01, 2012 3:45 PM,DELIVERED
1905792,Z77929313,DTDC,,,BARODA,Thu, Dec 06, 2012 0:15 PM,DELIVERED
1906130,Z77929314,DTDC,,,NOIDA,Thu, Nov 29, 2012 6:00 PM,DELIVERED
1906194,Z77929436,DTDC,,,SOLAPUR,Sat, Dec 01, 2012 11:20 AM,DELIVERED
1906242,Z77929315,DTDC,,,BANGALORE,Mon, Dec 03, 2012 3:20 PM,DELIVERED
1906410,Z77929316,DTDC,,,HOWRAH,Mon, Dec 03, 2012 2:25 AM,DELIVERED
1906580,Z77929457,DTDC,,,DELHI,Sat, Dec 01, 2012 0:12 PM,DELIVERED
1907152,Z77929317,DTDC,,,BANGALORE,Mon, Dec 03, 2012 2:20 PM,DELIVERED
1907158,Z77929318,DTDC,,,NOIDA,Thu, Nov 29, 2012 11:30 AM,DELIVERED
1907324,Z77929462,DTDC,,,HYDERABAD,Fri, Nov 30, 2012 3:35 PM,DELIVERED
1907424,Z77929319,DTDC,,,DELHI,Thu, Nov 29, 2012 0:12 PM,DELIVERED
1907795,Z77929458,DTDC,,,THANE,Sat, Dec 01, 2012 1:40 PM,DELIVERED
1907806,Z77929468,DTDC,,,PUNE,Mon, Dec 03, 2012 4:00 PM,DELIVERED
1907946,Z77929321,DTDC,,,HYDERABAD,Fri, Nov 30, 2012 3:00 PM,DELIVERED
1908010,Z77929322,DTDC,,,VASHI,Fri, Nov 30, 2012 10:18 AM,DELIVERED
1908103,Z77929323,DTDC,,,GAUTAM BUDH NAGAR,Thu, Nov 29, 2012 1:10 PM,DELIVERED
1908299,Z77929324,DTDC,,,GURGAON,Thu, Nov 29, 2012 0:00 PM,DELIVERED
1908766,Z77929445,DTDC,,,MUMBAI,Sat, Dec 01, 2012 11:35 AM,DELIVERED
1909906,Z77929446,DTDC,,,HYDERABAD,Tue, Dec 04, 2012 1:35 PM,DELIVERED
1909983,Z77929325,DTDC,,,BOLPUR,Sat, Dec 01, 2012 2:50 PM,DELIVERED
1910132,Z77929326,DTDC,,,BANGALORE,Fri, Nov 30, 2012 2:05 PM,DELIVERED
1910487,Z77929327,DTDC,,,DELHI,Sat, Dec 01, 2012 3:00 PM,DELIVERED
1910542,Z77929328,DTDC,,,KANCHIPURAM,Sat, Dec 01, 2012 11:30 AM,DELIVERED
1910767,Z77929329,DTDC,,,TRICHY,Mon, Dec 03, 2012 0:35 PM,DELIVERED
1911624,Z77929469,DTDC,,,TRICHY,Sun, Dec 02, 2012 11:25 AM,DELIVERED
1911950,Z77929330,DTDC,,,CHENNAI,Fri, Nov 30, 2012 1:10 PM,DELIVERED
1912055,Z77929331,DTDC,,,NOIDA,Thu, Nov 29, 2012 1:10 PM,DELIVERED
1912113,Z77929332,DTDC,,,JALANDHAR,,OUT FOR DELIVERY
1912165,Z77929361,DTDC,,,SAMBALPUR,Tue, Dec 04, 2012 11:35 AM,DELIVERED
1913439,Z77929333,DTDC,,,HYDERABAD,Fri, Nov 30, 2012 2:13 PM,DELIVERED
1913787,Z77929463,DTDC,,,VIJAYAWADA,Sat, Dec 01, 2012 0:00 PM,DELIVERED
1913831,Z77929334,DTDC,,,KASHIPUR,Fri, Nov 30, 2012 4:55 PM,DELIVERED
1913883,B88532632,DTDC,,,TRICHY,Fri, Nov 30, 2012 0:55 PM,DELIVERED
1915145,Z77929346,DTDC,,,KODUNGALLUR,Sat, Dec 01, 2012 0:30 PM,DELIVERED
1915166,Z77929335,DTDC,,,BANGALORE,Fri, Nov 30, 2012 1:45 PM,DELIVERED
1915451,Z77929336,DTDC,,,DELHI,Thu, Nov 29, 2012 9:12 PM,DELIVERED
1915487,Z77929337,DTDC,,,DELHI,Thu, Nov 29, 2012 0:00 PM,DELIVERED
1915643,Z77929347,DTDC,,,KODUNGALLUR,Sat, Dec 01, 2012 0:30 PM,DELIVERED
1915793,Z77929338,DTDC,,,MUMBAI,Sat, Dec 01, 2012 2:10 PM,DELIVERED
1916169,Z77929360,DTDC,,,LUDHIANA,Mon, Dec 03, 2012 0:31 PM,DELIVERED
1916170,Z77929438,DTDC,,,LUDHIANA,Mon, Dec 03, 2012 8:00 PM,DELIVERED
1916195,Z77929339,DTDC,,,MUMBAI,Fri, Nov 30, 2012 1:20 PM,DELIVERED
1916210,Z77929340,DTDC,,,VASHI,Sat, Dec 01, 2012 3:00 PM,DELIVERED
1916384,Z77929348,DTDC,,,DELHI,,IN TRANSIT
1916487,Z77929349,DTDC,,,AHMEDABAD,Sat, Dec 01, 2012 3:25 PM,DELIVERED
1916904,Z77929341,DTDC,,,CHENNAI,Thu, Dec 06, 2012 0:00 PM,DELIVERED
1917069,Z77929451,DTDC,,,HYDERABAD,Sat, Dec 01, 2012 3:13 PM,DELIVERED
1917396,Z77929342,DTDC,,,VAPI,Fri, Nov 30, 2012 1:40 PM,DELIVERED
1917446,Z77929459,DTDC,,,TALCHER,Sat, Dec 01, 2012 0:00 PM,DELIVERED
1917549,Z77929362,DTDC,,,BANGALORE,Sat, Dec 01, 2012 0:20 PM,DELIVERED
1917862,Z77929437,DTDC,,,SHIMOGA,Fri, Nov 30, 2012 1:00 PM,DELIVERED
1918141,Z77929343,DTDC,,,HYDERABAD,Fri, Nov 30, 2012 1:03 PM,DELIVERED
1918432,Z77929464,DTDC,,,HYDERABAD,Fri, Nov 30, 2012 11:33 AM,DELIVERED
1918560,Z77929460,DTDC,,,BANGALORE,Fri, Nov 30, 2012 1:20 AM,DELIVERED
1918863,Z77929344,DTDC,,,JAMNAGAR,Fri, Nov 30, 2012 0:05 PM,DELIVERED
1918868,Z77929350,DTDC,,,SANGAREDDY,Fri, Nov 30, 2012 0:40 PM,DELIVERED
1918950,B88532641,DTDC,,,REWARI,Sat, Dec 01, 2012 11:28 AM,DELIVERED
1920157,B88532637,DTDC,,,HYDERABAD,Sat, Dec 01, 2012 3:00 PM,DELIVERED
1920364,B88532629,DTDC,,,,,
1920628,P21201580,DTDC,,,HYDERABAD,Thu, Nov 29, 2012 2:13 PM,DELIVERED
1931108,A24568752,DTDC,,,VIJAYAWADA,Fri, Nov 30, 2012 1:02 PM,DELIVERED
1873624,Z77929113,DTDC,,,HYDERABAD,Thu, Dec 06, 2012 4:35 PM,DELIVERED
1877477,Z77929711,DTDC,,,,,
1877644,z78766838,DTDC,,,KOLKATA,Tue, Dec 04, 2012 2:00 PM,DELIVERED
1881456,Z77929713,DTDC,,,PUNE,Fri, Dec 07, 2012 4:55 PM,DELIVERED
1882261,Z77929714,DTDC,,,PUNE,Sat, Dec 08, 2012 2:00 PM,DELIVERED
1885983,Z77929722,DTDC,,,PANJIM,Sat, Dec 08, 2012 2:00 PM,DELIVERED
1886033,Z77929787,DTDC,,,JAMMU,Mon, Dec 03, 2012 0:00 PM,DELIVERED
1887595,Z77929715,DTDC,,,AHMEDABAD,Thu, Dec 06, 2012 10:55 AM,DELIVERED
1887892,K59084966,DTDC,,,MYSORE,Sat, Dec 01, 2012 2:00 PM,DELIVERED
1888970,K59084967,DTDC,,,KURUKSHETRA,Sat, Dec 01, 2012 1:13 PM,DELIVERED
1889131,Z77929790,DTDC,,,HALDWANI,Mon, Dec 03, 2012 0:00 PM,DELIVERED
1889338,Z77929154,DTDC,,,TIRUVALLA,,FDM MANIFEST PREPARED
1889440,A24824467,DTDC,,,KHAMMAM,Fri, Nov 30, 2012 10:13 AM,DELIVERED
1889503,Z77929791,DTDC,,,BELGAUM,Mon, Dec 10, 2012 1:00 PM,DELIVERED
1889569,A24824468,DTDC,,,ODDANCHATRAM,Sat, Dec 01, 2012 10:50 AM,DELIVERED
1889603,Z77929789,DTDC,,,KURNOOL,Mon, Dec 10, 2012 11:20 AM,DELIVERED
1889641,K59084968,DTDC,,,BANGALORE,Mon, Dec 03, 2012 0:20 PM,DELIVERED
1889755,Z77929792,DTDC,,,SILIGURI,Mon, Dec 10, 2012 6:00 PM,DELIVERED
1890043,Z77929793,DTDC,,,JALGAON,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1890058,A24824471,DTDC,,,,,
1890137,Z77929794,DTDC,,,HISSAR,Mon, Dec 03, 2012 0:33 PM,DELIVERED
1891417,Z77929775,DTDC,,,QUILON,Sat, Dec 08, 2012 0:04 PM,DELIVERED
1891470,Z77929803,DTDC,,,BANGALORE,Fri, Dec 07, 2012 0:30 PM,DELIVERED
1891989,Z77929804,DTDC,,,RAIPUR,Thu, Dec 06, 2012 0:20 PM,DELIVERED
1892018,Z77929805,DTDC,,,KARNAL,Fri, Nov 30, 2012 0:45 PM,DELIVERED
1892548,Z77928990,DTDC,,,PANJIM,Sat, Dec 08, 2012 2:00 PM,DELIVERED
1892766,Z77929806,DTDC,,,CHENNAI,Fri, Dec 07, 2012 0:42 PM,DELIVERED
1892871,Z77929807,DTDC,,,JAIPUR,Fri, Nov 30, 2012 3:15 PM,DELIVERED
1892901,Z78739479,DTDC,,,TIRUKOILUR,Thu, Dec 06, 2012 11:00 AM,DELIVERED
1893210,Z77929795,DTDC,,,HYDERABAD,,OUT FOR DELIVERY
1893337,Z77929808,DTDC,,,BANGALORE,Fri, Dec 07, 2012 1:10 PM,DELIVERED
1893341,Z77929809,DTDC,,,JAIPUR,Fri, Nov 30, 2012 2:20 PM,DELIVERED
1893864,Z77929716,DTDC,,,DELHI,Fri, Nov 30, 2012 11:11 AM,DELIVERED
1894261,Z77928991,DTDC,,,SONEPAT,Fri, Nov 30, 2012 0:56 PM,DELIVERED
1894464,A24824466,DTDC,,,AHMEDABAD,Fri, Dec 07, 2012 0:24 PM,DELIVERED
1894760,Z77929796,DTDC,,,ELURU,,IN TRANSIT
1895450,K59084969,DTDC,,,ELURU,Sat, Dec 01, 2012 11:11 AM,DELIVERED
1896009,Z77929470,DTDC,,,KARWAR,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1896126,Z77932027,DTDC,,,KARIMNAGAR,Sat, Dec 08, 2012 0:00 AM,DELIVERED
1896151,Z77931942,DTDC,,,DELHI,,RETURN TO ORIGIN
1896484,Z77929471,DTDC,,,NAGPUR,Wed, Dec 05, 2012 0:11 PM,DELIVERED
1896568,Z77929472,DTDC,,,NAGPUR,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1896624,Z77929473,DTDC,,,DHANBAD,Mon, Dec 03, 2012 0:00 PM,DELIVERED
1896669,Z77929474,DTDC,,,BIJNOR,,OUT FOR DELIVERY
1896675,Z77932004,DTDC,,,MUMBAI,Thu, Dec 06, 2012 2:00 PM,DELIVERED
1896702,Z77931913,DTDC,,,DHANBAD,Wed, Dec 05, 2012 10:00 AM,DELIVERED
1896731,Z77929475,DTDC,,,NAGPUR,Tue, Dec 04, 2012 0:19 PM,DELIVERED
1896794,Z77932032,DTDC,,,DELHI,,REVERTED
1896877,Z77929476,DTDC,,,TRICHUR,,IN TRANSIT
1896890,Z77929477,DTDC,,,TRIVANDRUM,Fri, Dec 07, 2012 2:00 PM,DELIVERED
1897170,Z77929478,DTDC,,,BHATKAL,Mon, Dec 03, 2012 0:15 PM,DELIVERED
1897219,Z77931934,DTDC,,,PATNA,,IN TRANSIT
1897232,Z77929479,DTDC,,,DHANBAD,Mon, Dec 03, 2012 0:00 PM,DELIVERED
1897337,Z77931908,DTDC,,,JAIPUR,Sat, Dec 01, 2012 0:25 PM,DELIVERED
1897338,Z77931951,DTDC,,,JAIPUR,Sat, Dec 01, 2012 0:00 PM,DELIVERED
1897345,Z77929480,DTDC,,,CHITTOOR,Wed, Dec 05, 2012 11:00 AM,DELIVERED
1897382,Z77932011,DTDC,,,KHARAGPUR,,IN TRANSIT
1897417,Z77931991,DTDC,,,DELHI,,RETURN TO ORIGIN
1897460,Z77931900,DTDC,,,PATNA,,IN TRANSIT
1897591,Z77932034,DTDC,,,CHENNAI,Fri, Dec 07, 2012 1:00 PM,DELIVERED
1897650,Z77929481,DTDC,,,CHANDIGARH,Mon, Dec 03, 2012 2:00 AM,DELIVERED
1897662,Z77929788,DTDC,,,HYDERABAD,Thu, Dec 06, 2012 1:33 PM,DELIVERED
1897765,Z77929482,DTDC,,,NOIDA,Tue, Dec 04, 2012 0:20 PM,DELIVERED
1897873,Z77929483,DTDC,,,GUNTUR,,ATTEMPTED
1897876,Z77932012,DTDC,,,CANNANORE,Mon, Dec 10, 2012 2:54 PM,DELIVERED
1897905,Z77931961,DTDC,,,JALANDHAR,Sat, Dec 01, 2012 3:15 PM,DELIVERED
1897945,Z77931992,DTDC,,,DELHI,,RETURN TO ORIGIN
1897949,Z77929484,DTDC,,,BARPETA (AS),Sat, Dec 08, 2012 11:45 AM,DELIVERED
1897996,Z77929485,DTDC,,,DHANBAD,Mon, Dec 03, 2012 11:00 AM,DELIVERED
1898074,Z77929486,DTDC,,,TIRUNELVELI,Sat, Dec 08, 2012 2:51 PM,DELIVERED
1898448,Z77929487,DTDC,,,GURGAON,Mon, Dec 03, 2012 0:35 PM,DELIVERED
1898583,Z77929488,DTDC,,,JAIPUR,Sat, Dec 01, 2012 1:05 PM,DELIVERED
1898586,Z77932022,DTDC,,,JAMMU,,RETURN TO ORIGIN
1898698,Z77929489,DTDC,,,NOIDA,Sun, Dec 02, 2012 2:20 PM,DELIVERED
1898730,Z77929490,DTDC,,,PANIPAT,Mon, Dec 03, 2012 0:30 PM,DELIVERED
1898736,Z77932037,DTDC,,,DELHI,Fri, Nov 30, 2012 11:30 AM,DELIVERED
1898775,Z77932033,DTDC,,,MUMBAI,Thu, Dec 06, 2012 0:08 PM,DELIVERED
1898916,Z77932007,DTDC,,,BAHARAMPORE,,RETURN TO ORIGIN
1898944,Z77931973,DTDC,,,NAGPUR,Tue, Dec 04, 2012 6:11 PM,DELIVERED
1898975,Z77929491,DTDC,,,KOTTUR,Wed, Dec 05, 2012 0:00 PM,DELIVERED
1898992,Z77929492,DTDC,,,GURGAON,Mon, Dec 03, 2012 0:35 PM,DELIVERED
1899027,Z77932016,DTDC,,,GURGAON,Fri, Nov 30, 2012 0:00 PM,DELIVERED
1899077,Z77929493,DTDC,,,KOTTUR,Wed, Dec 05, 2012 0:00 PM,DELIVERED
1899148,Z77931987,DTDC,,,KURNOOL,Mon, Dec 10, 2012 0:00 PM,DELIVERED
1899186,Z77931952,DTDC,,,RAJKOT,,IN TRANSIT
1899199,Z77932015,DTDC,,,DELHI,Tue, Dec 04, 2012 11:00 AM,DELIVERED
1899213,Z77931971,DTDC,,,FARIDABAD,Fri, Nov 30, 2012 0:00 PM,DELIVERED
1899263,Z77932050,DTDC,,,JAIPUR,Sat, Dec 01, 2012 1:13 PM,DELIVERED
1899316,Z77931932,DTDC,,,MUMBAI,Thu, Dec 06, 2012 2:30 PM,DELIVERED
1899319,Z77929494,DTDC,,,VIJAYAWADA,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1899389,Z77931904,DTDC,,,BHUBANESHWAR,Fri, Dec 07, 2012 0:20 PM,DELIVERED
1899415,Z77931911,DTDC,,,DELHI,Fri, Nov 30, 2012 11:00 AM,DELIVERED
1899416,Z77929495,DTDC,,,GURGAON,Mon, Dec 03, 2012 0:35 PM,DELIVERED
1899419,Z77931899,DTDC,,,RAJKOT,Mon, Dec 10, 2012 11:30 AM,DELIVERED
1899497,Z77929496,DTDC,,,NOIDA,Thu, Dec 06, 2012 1:40 PM,DELIVERED
1899500,Z77931902,DTDC,,,JAIPUR,Wed, Dec 05, 2012 0:00 PM,DELIVERED
1899546,Z77929497,DTDC,,,GHATAL,Thu, Dec 06, 2012 1:00 PM,DELIVERED
1899563,Z77929498,DTDC,,,,,
1899635,Z77929499,DTDC,,,BANGALORE,,RTO IN TRANSIT
1899636,Z77929500,DTDC,,,CHANDIGARH,Mon, Dec 03, 2012 1:00 PM,DELIVERED
1899652,Z77929501,DTDC,,,MURSHIDABAD,Wed, Dec 05, 2012 3:00 PM,DELIVERED
1899676,1899676,DTDC,,,,,
1899686,Z77931909,DTDC,,,JAIPUR,Sat, Dec 01, 2012 0:00 PM,DELIVERED
1899872,Z77931990,DTDC,,,KOLKATA,Thu, Dec 06, 2012 3:15 PM,DELIVERED
1899921,Z77931931,DTDC,,,JALGAON,Mon, Dec 10, 2012 11:45 AM,DELIVERED
1899931,Z77931954,DTDC,,,BERHAMPUR -OR,,IN TRANSIT
1899944,Z77931894,DTDC,,,BANGALORE,Fri, Dec 07, 2012 0:55 PM,DELIVERED
1899969,Z77929502,DTDC,,,ARAMBAGH,Fri, Dec 07, 2012 11:25 AM,DELIVERED
1900048,Z77932018,DTDC,,,DELHI,,IN TRANSIT
1900054,Z77931918,DTDC,,,CHANDIGARH,Sat, Dec 01, 2012 0:50 PM,DELIVERED
1900137,Z77929503,DTDC,,,NOIDA,Tue, Dec 04, 2012 0:30 PM,DELIVERED
1900254,Z77929504,DTDC,,,ONGOLE,Sat, Dec 08, 2012 10:30 AM,DELIVERED
1900289,Z77929505,DTDC,,,BURDWAN,Fri, Dec 07, 2012 6:50 PM,DELIVERED
1900362,Z77931968,DTDC,,,AMBALA,Fri, Nov 30, 2012 0:31 PM,DELIVERED
1900373,Z77929506,DTDC,,,FARAKKA,Fri, Dec 07, 2012 2:00 PM,DELIVERED
1900444,Z77929507,DTDC,,,BHATINDA,Mon, Dec 03, 2012 11:11 AM,DELIVERED
1900471,Z77929508,DTDC,,,RAJPURA,,IN TRANSIT
1900473,Z77932025,DTDC,,,BARODA,Mon, Dec 10, 2012 3:05 PM,DELIVERED
1900525,Z77931999,DTDC,,,NAVI MUMBAI,Thu, Dec 06, 2012 0:45 PM,DELIVERED
