Order No.,Tracking No,Carrier Name,Booked From,Booked Date,Delivered At,Deliver Date,Status Now
1927694,Z77929876,DTDC,,,KURNOOL,Sat, Dec 08, 2012 11:00 AM,DELIVERED
1927716,Z77929877,DTDC,,,HALDWANI,Wed, Dec 05, 2012 0:10 PM,DELIVERED
1927822,Z77929878,DTDC,,,NAGPUR,Wed, Dec 05, 2012 7:41 PM,DELIVERED
1927947,Z77929879,DTDC,,,ANKLESHWAR,,IN TRANSIT
1928015,Z77932081,DTDC,,,PANIPAT,Mon, Dec 03, 2012 11:00 AM,DELIVERED
1928051,Z77932083,DTDC,,,GURGAON,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1928064,Z77929880,DTDC,,,BURDWAN,Mon, Dec 10, 2012 11:12 AM,DELIVERED
1928171,Z77929881,DTDC,,,NAGPUR,,IN TRANSIT
1928196,Z77929882,DTDC,,,PALGHAT,,IN TRANSIT
1928250,Z77929883,DTDC,,,CUDDAPAH,Sat, Dec 08, 2012 11:00 AM,DELIVERED
1928256,Z77932119,DTDC,,,JALGAON,Mon, Dec 10, 2012 11:25 AM,DELIVERED
1928287,Z77932111,DTDC,,,BHUBANESHWAR,Fri, Dec 07, 2012 10:50 AM,DELIVERED
1928311,Z77929884,DTDC,,,SURAT,Mon, Dec 10, 2012 2:50 PM,DELIVERED
1928392,Z77932068,DTDC,,,THANE,Thu, Dec 06, 2012 11:10 AM,DELIVERED
1928425,Z77932080,DTDC,,,PATIALA,Wed, Dec 05, 2012 11:10 AM,DELIVERED
1928492,Z77932148,DTDC,,,PURI,Fri, Dec 07, 2012 11:02 AM,DELIVERED
1928526,Z77929885,DTDC,,,ERODE,Fri, Dec 07, 2012 10:45 AM,DELIVERED
1928535,Z77932089,DTDC,,,BANGALORE,Fri, Dec 07, 2012 2:10 PM,DELIVERED
1928559,Z77929886,DTDC,,,SULLURPET,Fri, Dec 07, 2012 0:30 PM,DELIVERED
1928608,Z77929887,DTDC,,,NAGPUR,Wed, Dec 05, 2012 7:41 PM,DELIVERED
1928621,Z77929888,DTDC,,,NAGPUR,,IN TRANSIT
1928868,Z77929889,DTDC,,,NAGPUR,,IN TRANSIT
1928923,Z77932109,DTDC,,,GWALIOR,Wed, Dec 05, 2012 6:00 PM,DELIVERED
1928926,Z77929890,DTDC,,,PULIVENDLA,Sat, Dec 08, 2012 11:00 AM,DELIVERED
1928955,Z77929891,DTDC,,,PATNA,,IN TRANSIT
1929080,Z77929892,DTDC,,,GUNTUR,,IN TRANSIT
1929108,Z77929893,DTDC,,,NAGPUR,,IN TRANSIT
1929204,Z77932106,DTDC,,,CHENNAI,Fri, Dec 07, 2012 0:30 PM,DELIVERED
1929235,Z77932107,DTDC,,,HYDERABAD,Thu, Dec 06, 2012 3:20 PM,DELIVERED
1929297,Z77932113,DTDC,,,BANGALORE,Fri, Dec 07, 2012 2:40 PM,DELIVERED
1929316,Z77929894,DTDC,,,ARAMBAGH,Fri, Dec 07, 2012 11:00 AM,DELIVERED
1929388,Z77929895,DTDC,,,JALANDHAR,,IN TRANSIT
1929449,Z77932115,DTDC,,,HYDERABAD,Fri, Dec 07, 2012 2:32 PM,DELIVERED
1929456,Z77932149,DTDC,,,HYDERABAD,Fri, Dec 07, 2012 1:30 PM,DELIVERED
1929502,Z77929896,DTDC,,,BURDWAN,Sat, Dec 08, 2012 4:00 PM,DELIVERED
1929530,Z77929897,DTDC,,,NAGPUR,Wed, Dec 05, 2012 7:41 PM,DELIVERED
1929548,Z77929898,DTDC,,,PANCHKULA,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1929568,Z77930115,DTDC,,,DELHI,Tue, Dec 04, 2012 11:00 AM,DELIVERED
1929631,Z77932100,DTDC,,,BARODA,,IN TRANSIT
1929648,Z77929899,DTDC,,,ZAHEERABAD,Fri, Dec 07, 2012 10:00 AM,DELIVERED
1929657,Z77930116,DTDC,,,NOIDA,Wed, Dec 05, 2012 1:40 PM,DELIVERED
1929698,Z77929900,DTDC,,,NAGPUR,Wed, Dec 05, 2012 7:41 PM,DELIVERED
1929758,Z77929901,DTDC,,,KOTA,Sat, Dec 08, 2012 0:29 PM,DELIVERED
1929787,Z77932125,DTDC,,,ERODE,Sat, Dec 08, 2012 0:33 PM,DELIVERED
1929789,Z77932133,DTDC,,,MOHALI,Fri, Dec 07, 2012 1:00 PM,DELIVERED
1929818,Z77932150,DTDC,,,JAIPUR,,IN TRANSIT
1929831,Z77929902,DTDC,,,KURNOOL,Fri, Dec 07, 2012 9:04 PM,DELIVERED
1929839,Z77929903,DTDC,,,BHATINDA,Wed, Dec 05, 2012 11:00 AM,DELIVERED
1929849,Z77929904,DTDC,,,MANDI,Fri, Dec 07, 2012 0:51 PM,DELIVERED
1929890,Z77929905,DTDC,,,SOLAN,Fri, Dec 07, 2012 1:13 PM,DELIVERED
1929899,Z77929906,DTDC,,,KORAPUT,Sat, Dec 08, 2012 2:25 PM,DELIVERED
1929928,Z77929907,DTDC,,,NAGPUR,,IN TRANSIT
1929934,Z77929908,DTDC,,,LUCKNOW,Wed, Dec 05, 2012 2:11 PM,DELIVERED
1929950,Z77932070,DTDC,,,SONEPAT,Wed, Dec 05, 2012 11:30 AM,DELIVERED
1930028,Z77932110,DTDC,,,PATNA,,IN TRANSIT
1930044,Z77929909,DTDC,,,PANTNAGAR,Thu, Dec 06, 2012 3:20 PM,DELIVERED
1930066,Z77929910,DTDC,,,ERODE,Sat, Dec 08, 2012 2:51 PM,DELIVERED
1930090,Z77929911,DTDC,,,KOTA,Wed, Dec 05, 2012 0:10 PM,DELIVERED
1930105,Z77929912,DTDC,,,UDAIPUR,,IN TRANSIT
1930128,Z77929913,DTDC,,,PANCHKULA,Thu, Dec 06, 2012 0:30 PM,DELIVERED
1930178,Z77929914,DTDC,,,TRIVANDRUM,Mon, Dec 10, 2012 0:15 PM,DELIVERED
1930181,Z77929915,DTDC,,,DELHI,,IN TRANSIT
1930223,Z77929916,DTDC,,,MUZAFFARPUR,Sat, Dec 08, 2012 0:15 PM,DELIVERED
1930242,Z77929917,DTDC,,,,,
1930251,Z77932141,DTDC,,,RANCHI,,IN TRANSIT
1930254,Z77929918,DTDC,,,RAJKOT,,IN TRANSIT
1930261,Z77932146,DTDC,,,RAMACHANDRAPURAM,Fri, Dec 07, 2012 0:30 PM,DELIVERED
1930267,Z77929919,DTDC,,,DAVANGERE,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1930273,Z77932105,DTDC,,,JAIPUR,,IN TRANSIT
1930315,Z77929920,DTDC,,,RAIPUR,Tue, Dec 04, 2012 3:00 PM,DELIVERED
1930316,Z77929921,DTDC,,,,,IN TRANSIT
1930321,Z77932093,DTDC,,,DELHI,,RTO IN TRANSIT
1930325,Z77929922,DTDC,,,ERODE,Sat, Dec 08, 2012 11:25 AM,DELIVERED
1930376,Z77932095,DTDC,,,DELHI,Tue, Dec 04, 2012 11:36 AM,DELIVERED
1930379,Z77932143,DTDC,,,GURGAON,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1930389,Z77929923,DTDC,,,NAGPUR,,IN TRANSIT
1930407,Z77929924,DTDC,,,JAMSHEDPUR,,OUT FOR DELIVERY
1930422,Z77929925,DTDC,,,BERHAMPUR -OR,Sat, Dec 08, 2012 6:00 AM,DELIVERED
1930457,Z77932136,DTDC,,,DEHRADUN,Fri, Dec 07, 2012 2:00 PM,DELIVERED
1930471,Z77929926,DTDC,,,RAJGANGPUR,Sat, Dec 08, 2012 6:00 AM,DELIVERED
1930481,Z77929927,DTDC,,,AMBALA,Thu, Dec 06, 2012 11:20 AM,DELIVERED
1930486,Z77929928,DTDC,,,BERHAMPUR -OR,Sat, Dec 08, 2012 6:00 AM,DELIVERED
1930493,Z77929929,DTDC,,,,,IN TRANSIT
1930508,Z77929930,DTDC,,,GAYA,Wed, Dec 05, 2012 1:00 PM,DELIVERED
1930533,Z77929931,DTDC,,,TRIVANDRUM,,IN TRANSIT
1930535,Z77929932,DTDC,,,NAGPUR,,IN TRANSIT
1930546,Z77929933,DTDC,,,BHAGALPUR,,HELD UP
1930547,Z77932123,DTDC,,,DIBRUGARH,,IN TRANSIT
1930552,Z77929934,DTDC,,,JHARSUGUDA,,IN TRANSIT
1930582,Z77929935,DTDC,,,JEYPORE,Sat, Dec 08, 2012 1:50 PM,DELIVERED
1930601,Z77929936,DTDC,,,RAMPUR,Tue, Dec 04, 2012 11:45 AM,DELIVERED
1930634,Z77929937,DTDC,,,PATNA,,IN TRANSIT
1930661,Z77929938,DTDC,,,NAGPUR,,IN TRANSIT
1930690,Z77929939,DTDC,,,JAMMU,,OUT FOR DELIVERY
1930715,Z77929940,DTDC,,,CHENNAI,,IN TRANSIT
1930740,Z77929941,DTDC,,,MORADABAD,Tue, Dec 04, 2012 0:50 PM,DELIVERED
1930742,Z77929942,DTDC,,,DHANBAD,Fri, Dec 07, 2012 3:53 PM,DELIVERED
1930760,Z77932067,DTDC,,,HYDERABAD,Thu, Dec 06, 2012 1:25 AM,DELIVERED
1930787,Z77929943,DTDC,,,BILASPUR  ( H.P.),,IN TRANSIT
1930796,Z77930117,DTDC,,,DHARWAD,Fri, Dec 07, 2012 11:30 AM,DELIVERED
1930803,Z77929944,DTDC,,,CHENNAI,,OUT FOR DELIVERY
1930815,Z77929945,DTDC,,,MALDAH,,OUT FOR DELIVERY
1930840,Z77929946,DTDC,,,JEYPORE,Sat, Dec 08, 2012 1:50 PM,DELIVERED
1930850,Z77929947,DTDC,,,DELHI,,IN TRANSIT
1930853,Z77929948,DTDC,,,NAGPUR,,IN TRANSIT
1930880,Z77932079,DTDC,,,BANGALORE,,IN TRANSIT
1930891,Z77929949,DTDC,,,JAMSHEDPUR,,IN TRANSIT
1930898,Z77930118,DTDC,,,DELHI,,OUT FOR DELIVERY
1930914,Z77929950,DTDC,,,SALEM,,IN TRANSIT
1930916,Z77929951,DTDC,,,KHAMMAM,Fri, Dec 07, 2012 10:25 AM,DELIVERED
1930921,Z77929952,DTDC,,,BERHAMPUR -OR,Mon, Dec 10, 2012 7:49 PM,DELIVERED
1930925,Z77929953,DTDC,,,BHILAI,,IN TRANSIT
1930962,Z77929954,DTDC,,,RUDRAPUR,Thu, Dec 06, 2012 11:50 AM,DELIVERED
1930967,Z77932122,DTDC,,,KANPUR,,IN TRANSIT
1930974,Z77932078,DTDC,,,MUMBAI,Thu, Dec 06, 2012 3:30 AM,DELIVERED
1930983,Z77929955,DTDC,,,BELGAUM,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1930995,Z77929956,DTDC,,,DHANBAD,Wed, Dec 05, 2012 6:10 PM,DELIVERED
1931020,Z77929957,DTDC,,,NAGPUR,,IN TRANSIT
1931022,Z77929958,DTDC,,,BIHAR SHARIFF,Wed, Dec 05, 2012 2:15 PM,DELIVERED
1931030,Z77932099,DTDC,,,AHMEDABAD,Fri, Dec 07, 2012 1:35 PM,DELIVERED
1931036,Z77932101,DTDC,,,MANGALORE,Fri, Dec 07, 2012 10:00 AM,DELIVERED
1931054,Z77929959,DTDC,,,MALDAH,,OUT FOR DELIVERY
1931091,Z77929960,DTDC,,,BHILAI,,IN TRANSIT
1931102,B88532855,DTDC,,,CHENNAI,,IN TRANSIT
1931114,Z77929961,DTDC,,,SULTANPUR,Thu, Dec 06, 2012 11:27 AM,DELIVERED
1931145,Z77932128,DTDC,,,AHMEDABAD,Fri, Dec 07, 2012 11:40 AM,DELIVERED
1931147,Z77930119,DTDC,,,DELHI,,IN TRANSIT
1931209,Z77929962,DTDC,,,BILASPUR,,IN TRANSIT
1931214,Z77929963,DTDC,,,NAGPUR,,IN TRANSIT
1931224,Z77929964,DTDC,,,KURNOOL,Fri, Dec 07, 2012 11:22 AM,DELIVERED
1931228,Z77929965,DTDC,,,KASGANJ,Mon, Dec 03, 2012 4:05 PM,DELIVERED
1931259,Z77929966,DTDC,,,MUZAFFARPUR,Sat, Dec 08, 2012 0:15 PM,DELIVERED
1931266,Z77929967,DTDC,,,KANPUR,Thu, Dec 06, 2012 0:50 PM,DELIVERED
1931269,Z77929968,DTDC,,,GURGAON,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1931287,Z77929969,DTDC,,,KOTA,Thu, Dec 06, 2012 11:00 AM,DELIVERED
1931292,Z77929970,DTDC,,,KOLAR,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1931355,Z77929971,DTDC,,,BAREILLY,Mon, Dec 03, 2012 3:25 PM,DELIVERED
1931359,Z77929972,DTDC,,,DHANBAD,Fri, Dec 07, 2012 3:10 PM,DELIVERED
1931372,Z77929973,DTDC,,,BHILAI,,IN TRANSIT
1931426,Z77929974,DTDC,,,MORADABAD,Mon, Dec 03, 2012 1:20 PM,DELIVERED
1931433,Z77932071,DTDC,,,BHOPAL,Mon, Dec 03, 2012 0:35 PM,DELIVERED
1931449,Z77932134,DTDC,,,MORADABAD,Fri, Dec 07, 2012 2:35 PM,DELIVERED
1931460,Z77932151,DTDC,,,HYDERABAD,Fri, Dec 07, 2012 3:35 PM,DELIVERED
1931536,Z77932061,DTDC,,,DELHI,Mon, Dec 03, 2012 2:25 PM,DELIVERED
1931540,Z77929975,DTDC,,,HOWRAH,Sat, Dec 08, 2012 6:00 PM,DELIVERED
1931542,Z77932075,DTDC,,,MUMBAI,Mon, Dec 10, 2012 2:25 PM,DELIVERED
1931587,Z77929976,DTDC,,,KANGRA,Tue, Dec 04, 2012 11:42 AM,DELIVERED
1931622,Z77932098,DTDC,,,BHAGALPUR,,OUT FOR DELIVERY
1931655,Z77929977,DTDC,,,RAMPUR,Tue, Dec 04, 2012 0:40 PM,DELIVERED
1931696,Z77929978,DTDC,,,BURDWAN,Thu, Dec 06, 2012 5:00 PM,DELIVERED
1931739,Z77932164,DTDC,,,ALLAHABAD,Sat, Dec 08, 2012 2:00 PM,DELIVERED
1931743,Z77929979,DTDC,,,QUILON,Sat, Dec 08, 2012 2:00 PM,DELIVERED
1931747,Z77929980,DTDC,,,JAMMU,Thu, Dec 06, 2012 0:00 PM,DELIVERED
1931843,Z77929981,DTDC,,,BURDWAN,Fri, Dec 07, 2012 0:52 PM,DELIVERED
1931865,Z77929982,DTDC,,,SAMBALPUR,Fri, Dec 07, 2012 11:35 AM,DELIVERED
1931907,Z77929983,DTDC,,,RAIPUR,Mon, Dec 10, 2012 7:00 PM,DELIVERED
1931936,Z77932076,DTDC,,,SANGLI,,IN TRANSIT
1931939,Z77929984,DTDC,,,KANGRA,Tue, Dec 04, 2012 0:44 PM,DELIVERED
1932003,Z77932085,DTDC,,,SAMBALPUR,,IN TRANSIT
1932008,Z77929985,DTDC,,,,,
1932018,Z77929986,DTDC,,,RAJGANGPUR,Sat, Dec 08, 2012 4:00 AM,DELIVERED
1932069,Z77929987,DTDC,,,ZIRAKPUR,Wed, Dec 05, 2012 0:50 PM,DELIVERED
1932093,Z77929988,DTDC,,,BHUBANESHWAR,,IN TRANSIT
1932111,Z77930120,DTDC,,,DELHI,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1932134,Z77929989,DTDC,,,BURDWAN,Fri, Dec 07, 2012 1:30 PM,DELIVERED
1932172,Z77929990,DTDC,,,BURDWAN,Fri, Dec 07, 2012 3:00 PM,DELIVERED
1932213,Z77929991,DTDC,,,GUNTUR,,IN TRANSIT
1932222,Z77929992,DTDC,,,KURNOOL,Sat, Dec 08, 2012 10:30 AM,DELIVERED
1932252,Z77929993,DTDC,,,AGARTALA,,IN TRANSIT
1932272,Z77932147,DTDC,,,VILLUPURAM - TN,,IN TRANSIT
1932273,Z77929994,DTDC,,,JAMMU,Thu, Dec 06, 2012 0:00 PM,DELIVERED
1932329,Z77929995,DTDC,,,BERHAMPUR -OR,Thu, Dec 06, 2012 3:15 AM,DELIVERED
1932344,Z77932138,DTDC,,,HYDERABAD,Fri, Dec 07, 2012 1:00 PM,DELIVERED
1932350,Z77932069,DTDC,,,PUNE,,OUT FOR DELIVERY
1932417,Z77929996,DTDC,,,CHENNAI,,IN TRANSIT
1932439,Z77932120,DTDC,,,JABALPUR,,IN TRANSIT
1932452,Z77929997,DTDC,,,,,
1932458,Z77930121,DTDC,,,DELHI,Tue, Dec 04, 2012 3:15 PM,DELIVERED
1932503,Z77929998,DTDC,,,CHENNAI,,RTO IN TRANSIT
1932525,Z77929999,DTDC,,,BURDWAN,Fri, Dec 07, 2012 2:40 PM,DELIVERED
1932550,Z77930000,DTDC,,,BHUJ,Sat, Dec 08, 2012 0:45 PM,DELIVERED
1932559,Z77930001,DTDC,,,BERHAMPUR -OR,Sat, Dec 08, 2012 2:00 AM,DELIVERED
1932591,Z77932082,DTDC,,,TRICHUR,Fri, Dec 07, 2012 2:35 AM,DELIVERED
1932605,Z77932096,DTDC,,,CHANDIGARH,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1932617,Z77930002,DTDC,,,KAHALGAON,Mon, Dec 10, 2012 2:50 PM,DELIVERED
1932622,Z77932090,DTDC,,,CHENNAI,Fri, Dec 07, 2012 11:15 AM,DELIVERED
1932648,Z77930003,DTDC,,,DELHI,,IN TRANSIT
1932713,Z77930004,DTDC,,,MANDI,Mon, Dec 03, 2012 11:11 AM,DELIVERED
1932730,Z77932137,DTDC,,,CHENNAI,Sat, Dec 08, 2012 3:45 PM,DELIVERED
1932737,Z77932064,DTDC,,,SAHIBABAD,Tue, Dec 04, 2012 1:00 PM,DELIVERED
1932823,Z77930005,DTDC,,,RAYAGADA,,IN TRANSIT
1932827,Z77932074,DTDC,,,SURAT,Fri, Dec 07, 2012 4:00 PM,DELIVERED
1932833,Z77930006,DTDC,,,CHIRALA,Sat, Dec 08, 2012 10:30 AM,DELIVERED
1932867,Z77930007,DTDC,,,UMBERGAON,Sat, Dec 08, 2012 0:42 PM,DELIVERED
1932944,Z77930008,DTDC,,,THORRUR,Fri, Dec 07, 2012 1:20 PM,DELIVERED
1932947,Z77930101,DTDC,,,KURNOOL,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1932973,Z77932124,DTDC,,,HYDERABAD,Sat, Dec 08, 2012 2:12 PM,DELIVERED
1933041,Z77930009,DTDC,,,DELHI,,IN TRANSIT
1933100,Z77930010,DTDC,,,BERHAMPUR -OR,Sat, Dec 08, 2012 4:00 AM,DELIVERED
1933107,Z77930011,DTDC,,,THANE,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1933191,Z77930012,DTDC,,,SOLAN,Thu, Dec 06, 2012 3:00 PM,DELIVERED
1933208,Z77930013,DTDC,,,BIHAR SHARIFF,Sat, Dec 08, 2012 0:34 PM,DELIVERED
1933217,Z77930014,DTDC,,,FATEHABAD,Fri, Dec 07, 2012 3:00 PM,DELIVERED
1933270,Z77930015,DTDC,,,VENKATAGIRI,Sat, Dec 08, 2012 8:25 AM,DELIVERED
1933271,Z77932127,DTDC,,,JAIPUR,Thu, Dec 06, 2012 11:00 AM,DELIVERED
1933283,Z77932160,DTDC,,,UDAIPUR,Wed, Dec 05, 2012 4:00 PM,DELIVERED
1933305,Z77932097,DTDC,,,MADURAI,Tue, Dec 11, 2012 10:00 AM,DELIVERED
1933324,Z77930016,DTDC,,,BHAGALPUR,,IN TRANSIT
1933350,Z77932060,DTDC,,,,,
1933405,Z77932155,DTDC,,,DELHI,,REVERTED
1933483,Z77932087,DTDC,,,TRICHY,,RTO IN TRANSIT
1933515,Z77930017,DTDC,,,SAMBALPUR,,IN TRANSIT
1933528,Z77930018,DTDC,,,PATNA,,IN TRANSIT
1933542,Z77930019,DTDC,,,BIHAR SHARIFF,Sat, Dec 08, 2012 3:44 PM,DELIVERED
1933575,Z77930020,DTDC,,,AHMEDABAD,,IN TRANSIT
1933654,Z77930021,DTDC,,,BIHAR SHARIFF,Wed, Dec 05, 2012 1:35 AM,DELIVERED
1933661,Z77932168,DTDC,,,GURGAON,Mon, Dec 10, 2012 11:35 AM,DELIVERED
1933673,Z77930022,DTDC,,,SATARA,Sat, Dec 08, 2012 11:50 AM,DELIVERED
1933704,Z77930023,DTDC,,,VISHAKAPATNAM,Tue, Dec 11, 2012 0:30 PM,DELIVERED
1933797,Z77930024,DTDC,,,CHALLAPALLI,Fri, Dec 07, 2012 11:02 AM,DELIVERED
1933807,Z77930025,DTDC,,,KUTCH,,IN TRANSIT
1933822,Z77930026,DTDC,,,SALEM,,IN TRANSIT
1933854,Z77930027,DTDC,,,GULBARGA,,IN TRANSIT
1933870,Z77930028,DTDC,,,,,IN TRANSIT
1933925,Z77930029,DTDC,,,COIMBATORE,,IN TRANSIT
1934002,Z77932152,DTDC,,,AGRA,,IN TRANSIT
1934068,Z77930030,DTDC,,,ERODE,,IN TRANSIT
1934073,Z77930031,DTDC,,,CANNANORE,,IN TRANSIT
1934136,Z77930032,DTDC,,,BURDWAN,Fri, Dec 07, 2012 1:25 PM,DELIVERED
1934159,Z77930033,DTDC,,,KHARAGPUR,,IN TRANSIT
1934204,Z77930034,DTDC,,,GUWAHATI,Sat, Dec 08, 2012 0:00 AM,DELIVERED
1934226,Z77932139,DTDC,,,PANJIM,Sat, Dec 08, 2012 11:01 AM,DELIVERED
1934241,Z77930035,DTDC,,,CUTTACK,,IN TRANSIT
1934281,Z77930036,DTDC,,,TRICHUR,Mon, Dec 10, 2012 0:30 PM,DELIVERED
1934310,Z77930037,DTDC,,,DAMANJODI,Sat, Dec 08, 2012 1:20 PM,DELIVERED
1934342,Z77930038,DTDC,,,GUWAHATI,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1934590,D11115072,DTDC,,,TRIVANDRUM,Wed, Dec 05, 2012 0:14 AM,DELIVERED
1934757,Z77930104,DTDC,,,CHENNAI,Fri, Dec 07, 2012 2:35 PM,DELIVERED
1934856,Z77932498,DTDC,,,DELHI,Tue, Dec 04, 2012 11:40 AM,DELIVERED
1934961,Z77930111,DTDC,,,SALEM,Fri, Dec 07, 2012 11:45 AM,DELIVERED
1935254,Z77930112,DTDC,,,,,
1935409,Z77932499,DTDC,,,QUILON,Sat, Dec 08, 2012 0:00 PM,DELIVERED
1935512,Z77930089,DTDC,,,JAIPUR,,IN TRANSIT
1935641,Z77930099,DTDC,,,CUDDAPAH,Fri, Dec 07, 2012 11:20 AM,DELIVERED
1935832,Z77930088,DTDC,,,GURGAON,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1935973,Z77930098,DTDC,,,BANGALORE,Fri, Dec 07, 2012 5:16 PM,DELIVERED
1936688,Z77930091,DTDC,,,NOIDA,Fri, Dec 07, 2012 7:40 PM,DELIVERED
1936702,Z77930092,DTDC,,,GUNA,Sat, Dec 08, 2012 0:00 PM,DELIVERED
1936853,Z77930087,DTDC,,,KALA AMB,Tue, Dec 04, 2012 0:31 PM,DELIVERED
1936929,Z77930103,DTDC,,,CHIPLUN,,IN TRANSIT
1936930,Z77930083,DTDC,,,MUMBAI,,IN TRANSIT
1936978,Z77930084,DTDC,,,KANKAVLI,,IN TRANSIT
1937274,Z77930093,DTDC,,,PUNE,Sat, Dec 08, 2012 1:31 PM,DELIVERED
1937530,Z77930085,DTDC,,,RAIPUR,Fri, Dec 07, 2012 1:00 PM,DELIVERED
1937601,B88220620,DTDC,,,GURGAON,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1937677,Z77930100,DTDC,,,BHUBANESHWAR,,IN TRANSIT
1940883,a24568774,DTDC,,,VISHAKAPATNAM,Mon, Dec 03, 2012 3:00 PM,DELIVERED
1941199,Z77930090,DTDC,,,JUNAGADH,Sat, Dec 08, 2012 10:10 AM,DELIVERED
1937679,Z76317532,DTDC,,,NARAKKAL,Mon, Dec 10, 2012 4:00 PM,DELIVERED
1892053,Z77930126,DTDC,,,KARNAL,Tue, Dec 04, 2012 0:45 PM,DELIVERED
1894163,X01589518,DTDC,,,PANJIM,Wed, Dec 05, 2012 0:50 PM,DELIVERED
1901477,z76317544,DTDC,,,HYDERABAD,Thu, Dec 06, 2012 1:00 AM,DELIVERED
1903176,Z77930128,DTDC,,,BHUJ,Fri, Dec 07, 2012 10:36 AM,DELIVERED
1918989,z78817893,DTDC,,,MUMBAI,Fri, Dec 07, 2012 1:21 PM,DELIVERED
1919394,Z76086480,DTDC,,,CUDDAPAH,,IN TRANSIT
1919825,Z77930124,DTDC,,,VARANASI,Thu, Dec 06, 2012 3:20 PM,DELIVERED
1919926,Z78498226,DTDC,,,COCHIN,Mon, Dec 03, 2012 4:00 PM,DELIVERED
1920034,Z78498222,DTDC,,,DELHI,,OUT FOR DELIVERY
1921015,Z77930155,DTDC,,,NEW BARRACKPORE,Wed, Dec 05, 2012 3:25 PM,DELIVERED
1921087,Z77930153,DTDC,,,BHUBANESHWAR,Wed, Dec 05, 2012 0:31 PM,DELIVERED
1921124,Z77930134,DTDC,,,VISHAKAPATNAM,Wed, Dec 05, 2012 11:25 AM,DELIVERED
1921165,Z77930122,DTDC,,,BANGALORE,Wed, Dec 05, 2012 1:10 PM,DELIVERED
1932813,Z77930135,DTDC,,,BANGALORE,Wed, Dec 05, 2012 3:20 PM,DELIVERED
1934447,Z76086481,DTDC,,,SRIKALAHASTI,Tue, Dec 04, 2012 10:41 AM,DELIVERED
1934579,z76317545,DTDC,,,AHMEDABAD,Fri, Dec 07, 2012 10:00 AM,DELIVERED
1934621,Z77930146,DTDC,,,BETTAMCHERLA,Wed, Dec 05, 2012 0:30 PM,DELIVERED
1934669,Z77930136,DTDC,,,GANDHINAGAR,Thu, Dec 06, 2012 3:40 PM,DELIVERED
1935079,Z77930154,DTDC,,,HOWRAH,,IN TRANSIT
1935309,Z77930145,DTDC,,,ALLAHABAD,Wed, Dec 05, 2012 1:55 PM,DELIVERED
1935422,Z77930137,DTDC,,,KHATIMA,Wed, Dec 05, 2012 0:15 PM,DELIVERED
1935429,Z77930147,DTDC,,,IDUKKI,Fri, Dec 07, 2012 4:00 PM,DELIVERED
1935498,Z76086482,DTDC,,,SUNDERGARH,Sat, Dec 08, 2012 0:00 PM,DELIVERED
1935619,Z77930150,DTDC,,,TENALI,Wed, Dec 05, 2012 11:10 AM,DELIVERED
1935901,X01589516,DTDC,,,DINDIGUL,,IN TRANSIT
1936487,Z77930138,DTDC,,,BANGALORE,Wed, Dec 05, 2012 0:20 PM,DELIVERED
1937125,Z78498240,DTDC,,,DELHI,Mon, Dec 03, 2012 11:20 AM,DELIVERED
1937242,c42369545,DTDC,,,SRIKAKULAM,,IN TRANSIT
1937324,X01589519,DTDC,,,KHAMMAM,Fri, Dec 07, 2012 0:50 PM,DELIVERED
1937349,Z77930144,DTDC,,,SALEM,Thu, Dec 06, 2012 11:00 AM,DELIVERED
1937510,B88246396,DTDC,,,RANCHI,Mon, Dec 03, 2012 4:00 PM,DELIVERED
1937547,Z77930139,DTDC,,,BANGALORE,Wed, Dec 05, 2012 3:05 PM,DELIVERED
1937606,Z77930125,DTDC,,,HYDERABAD,Wed, Dec 05, 2012 0:10 PM,DELIVERED
1937627,Z77930140,DTDC,,,MOHALI,Wed, Dec 05, 2012 0:20 PM,DELIVERED
1937770,Z77930141,DTDC,,,KANCHIPURAM,Wed, Dec 05, 2012 0:00 PM,DELIVERED
1938102,Z77930130,DTDC,,,GURGAON,Tue, Dec 04, 2012 4:42 PM,DELIVERED
1939206,X01589481,DTDC,,,BIKANER,Wed, Dec 05, 2012 1:47 PM,DELIVERED
1940168,Z77930156,DTDC,,,CHENNAI,Thu, Dec 06, 2012 1:20 PM,DELIVERED
1940334,Z77930148,DTDC,,,BHIMAVARAM,Thu, Dec 06, 2012 0:12 PM,DELIVERED
1940404,Z77930142,DTDC,,,THANJAVUR,Thu, Dec 06, 2012 11:35 AM,DELIVERED
1940416,Z77930123,DTDC,,,DHARWAD,Wed, Dec 05, 2012 0:25 PM,DELIVERED
